pid,operator
10352597,Hua An Tian Wang (Beijing) Information Technology Company Limited
10352613,"Tianjin Zanpu Technology Co., Ltd"
10341926,"The Peterson Companies, LLC"
10349703,Fujitsu Limited
10343389,"Meta Platforms, Inc."
10343392,"Meta Platforms, Inc."
10338682,"Lumen Technologies, Inc."
10128968,"Digital Realty Trust, Inc."
10343256,"Amazon.com, Inc."
10340582,"NTT EAST, Inc."
10362323,Alphabet Inc.
10362513,"Amazon.com, Inc."
10352661,"China United Network Communications Group Co., Ltd."
10362511,Menlo Equities VI LP
10362324,Alphabet Inc.
10362512,Menlo Equities VI LP
10349720,Pi Datacenters Private Limited
10362334,"Karis Critical, LLC"
10352628,IDCC
10362336,"Karis Critical, LLC"
10167410,"Lumen Technologies, Inc."
10338840,"Lumen Technologies, Inc."
10317943,China Telecom Corporation Limited
10338395,"Indra Networks, Inc."
10362517,"Amazon.com, Inc."
10362514,
10341009,"Amazon.com, Inc."
10338719,"Lumen Technologies, Inc."
10342158,"QTS Realty Trust, LLC"
10342100,ExcellIT
10349502,Two Degrees Mobile Limited
10362322,Alphabet Inc.
10362321,Alphabet Inc.
10342053,Provision Data Systems
10362515,
10341959,DC BLOX Inc.
10362335,"Karis Critical, LLC"
10362325,Alphabet Inc.
10338837,"Lumen Technologies, Inc."
10352626,Wood NN
10352624,Vision Data Center
10343351,Microsoft Corporation
10362328,"Karis Critical, LLC"
10338901,"Lumen Technologies, Inc."
10318306,"China United Network Communications Group Co., Ltd."
10340690,"Meitetsucom Co., Ltd."
10338904,"Lumen Technologies, Inc."
10338724,"Lumen Technologies, Inc."
10338723,"Lumen Technologies, Inc."
10362505,"Iron Mountain Data Centers, LLC"
10317946,China Telecom Corporation Limited
10340576,"NTT EAST, Inc."
10184209,"DartPoints, LLC"
10343353,Alphabet Inc.
10342089,eStruxture Data Centers Inc.
10362330,"Karis Critical, LLC"
10362504,Menlo Equities VI LP
10362329,"Karis Critical, LLC"
10343248,Alphabet Inc.
10343252,"Amazon.com, Inc."
10341966,DC BLOX Inc.
10362327,"Iron Mountain Data Centers, LLC"
10341963,DC BLOX Inc.
10187090,"Aligned Data Centers (Phoenix), LLC"
10120874,CyrusOne Inc.
10342149,"QTS Realty Trust, LLC"
10362510,Alphabet Inc.
10343355,Alphabet Inc.
10343357,Alphabet Inc.
10362501,Microsoft Corporation
10362333,"Karis Critical, LLC"
10362500,Alphabet Inc.
10133733,CoreSite Realty Corporation
10317534,GDS Holdings Limited
10247333,NTT Global Data Centers Preparatory Corporation
10167326,NTT Global Data Centers Preparatory Corporation
10167311,"VNET Group, Inc."
10148216,"Digital Realty Trust, Inc."
10127984,"QTS Realty Trust, LLC"
10363582,"Green Door Capital, LLC"
10352645,"Equinix, Inc."
10362507,Menlo Equities VI LP
10167503,Alphabet Inc.
10362331,"Karis Critical, LLC"
10362508,Menlo Equities VI LP
10362332,"Karis Critical, LLC"
10362509,NorthPoint Development LLC
10342093,Cover-All Alberta Ltd.
10341970,DC BLOX Inc.
10342151,"QTS Realty Trust, LLC"
10317373,"VNET Group, Inc."
10362326,"Iron Mountain Data Centers, LLC"
10181618,EdgeConneX
10106957,CyrusOne Inc.
10346884,WebNX
10342155,"QTS Realty Trust, LLC"
10352664,"China United Network Communications Group Co., Ltd."
10340399,Verizon Communications Inc.
10342103,I.C.E Datacenters
10362518,"Iron Mountain Data Centers, LLC"
10317951,China Telecom Corporation Limited
10362525,Microsoft Corporation
10318307,"China United Network Communications Group Co., Ltd."
10167327,NTT Global Data Centers Preparatory Corporation
10318309,"China United Network Communications Group Co., Ltd."
10349701,PTT Digital Solutions Company Limited
10342142,"QTS Realty Trust, LLC"
10362526,Microsoft Corporation
10183497,"H5 Data Centers, LLC"
10338735,"Lumen Technologies, Inc."
10318299,"China United Network Communications Group Co., Ltd."
10317939,China Telecom Corporation Limited
10362524,Microsoft Corporation
10340544,NTT Global Data Centers Preparatory Corporation
10342146,"QTS Realty Trust, LLC"
10340547,NTT DATA Group Corporation
10317368,"Shanghai Data Solution Co., Ltd."
10338706,"Lumen Technologies, Inc."
10349835,Vocus Group Limited
10338732,"Lumen Technologies, Inc."
10352665,"China United Network Communications Group Co., Ltd."
10362314,EdgeConneX
10352667,"China United Network Communications Group Co., Ltd."
10362313,EdgeConneX
10362312,"Eagle South, LLC"
10340696,TIS Inc.
10343344,Apple Inc.
10343373,Apple Inc.
10339665,Green Harbor
10342081,"fifteenfortyseven Critical Systems Realty, LLC"
10317531,GDS Holdings Limited
10317529,GDS Holdings Limited
10338701,"Lumen Technologies, Inc."
10338697,"Lumen Technologies, Inc."
10362527,Microsoft Corporation
10362531,"Amazon.com, Inc."
10196030,"Iron Mountain Data Centers, LLC"
10317542,Gongqi Technology Ltd.
10167500,Alphabet Inc.
10340641,"STNet Co., Ltd."
10362308,"Eagle South, LLC"
10339541,"Digital Realty Trust, Inc."
10340638,"STNet Co., Ltd."
10340579,"NTT EAST, Inc."
10343370,"Amazon.com, Inc."
10349520,NEXTDC Limited
10362309,"Eagle South, LLC"
10226712,"Vantage Data Centers Management Company, LLC"
10145884,Urbacon Limited
10362311,"Eagle South, LLC"
10317374,"VNET Group, Inc."
10339545,"Skybox Datacenters, LLC"
10317376,"VNET Group, Inc."
10339543,"Digital Realty Trust, Inc."
10352616,"Shanghai Yovole Networks Co., Ltd."
10341951,"Amazon.com, Inc."
10346095,Verizon Communications Inc.
10346096,Verizon Communications Inc.
10341946,"The Peterson Companies, LLC"
10362310,"Eagle South, LLC"
10362341,"Meta Platforms, Inc."
10183597,Verizon Communications Inc.
10342168,"QTS Realty Trust, LLC"
10343254,"Amazon.com, Inc."
10106225,"Amazon.com, Inc."
10342165,"QTS Realty Trust, LLC"
10362499,Alphabet Inc.
10247330,NTT Global Data Centers Preparatory Corporation
10247329,NTT Global Data Centers Preparatory Corporation
10187099,"Ascent, LLC"
10338905,"Lumen Technologies, Inc."
10340644,TIS Inc.
10338908,"Lumen Technologies, Inc."
10343246,Microsoft Corporation
10341956,DC BLOX Inc.
10363584,Yondr Group Holdings B.V.
10343243,Alphabet Inc.
10340650,TIS Inc.
10338834,"Lumen Technologies, Inc."
10346640,"Lumen Technologies, Inc."
10317407,China Telecom Corporation Limited
10343346,"Amazon.com, Inc."
10343359,Microsoft Corporation
10342105,Juch-tech
10340541,Nippon Telegraph And Telephone West Corporation
10340540,Nippon Telegraph And Telephone West Corporation
10362519,"Iron Mountain Data Centers, LLC"
10317941,China Telecom Corporation Limited
10338843,"Lumen Technologies, Inc."
10362320,Alphabet Inc.
10143515,"Equinix, Inc."
10340129,Host Color LLC
10167252,"Sungard Availability Services Capital, Inc."
10183758,"STACK Infrastructure, Inc."
10349501,5G Networks Limited
10342086,C15Edge
10362319,Alphabet Inc.
10339549,"fifteenfortyseven Critical Systems Realty, LLC"
10338715,"Lumen Technologies, Inc."
10349500,Verizon Communications Inc.
10317503,"China United Network Communications Group Co., Ltd."
10362318,"Edged Energy, LLC"
10340693,NTT DATA Group Corporation
10340694,SAKURA Internet Inc.
10259655,"Aligned Data Centers (Phoenix), LLC"
10318304,"China United Network Communications Group Co., Ltd."
10125037,CyrusOne Inc.
10349519,NTT Global Data Centers Preparatory Corporation
10167324,NTT Global Data Centers Preparatory Corporation
10317499,"China United Network Communications Group Co., Ltd."
10317497,"China United Network Communications Group Co., Ltd."
10247344,NTT Global Data Centers Preparatory Corporation
10342109,Nuday Networks
10340688,NEC Corporation
10362339,"Leola Datacenter, LLC"
10340685,"Keihanshin Building Co., Ltd."
10249984,"Equinix, Inc."
10342112,Pillar 247 Inc.
10183761,"IPI Partners, LLC"
10349702,"Dimension Data North America, Inc."
10362315,EdgeConneX
10341975,DC BLOX Inc.
10362523,Microsoft Corporation
10362498,Microsoft Corporation
10317537,GDS Holdings Limited
10317540,GDS Holdings Limited
10183600,TPG Telecom Limited
10317410,China Telecom Corporation Limited
10317414,China Telecom Corporation Limited
10342162,"QTS Realty Trust, LLC"
10362520,The Blackchamber Group
10341971,DC BLOX Inc.
10343362,Alphabet Inc.
10343365,"Meta Platforms, Inc."
10362521,Microsoft Corporation
10338713,"Lumen Technologies, Inc."
10338710,"Lumen Technologies, Inc."
10362337,"Karis Critical, LLC"
10352623,Vision Data Center
10352621,"Data Technology Co.,Ltd."
10177800,Flexential Inc.
10181600,Facility Gateway Corporation
10317403,China Telecom Corporation Limited
10362338,"Karis Critical, LLC"
10362317,"Edged Energy, LLC"
10362316,"Edged Energy, LLC"
10341953,DC BLOX Inc.
10362522,Microsoft Corporation
10111570,"Digital Realty Trust, Inc."
10340083,Racksquared Data Centers
10362455,"Vantage Data Centers Management Company, LLC"
10349538,Everworks
10362253,5C Data Centers Inc.
10259771,"STACK Infrastructure, Inc."
10349654,Azertelecom LLC
10343419,Alphabet Inc.
10342198,South Front Networks
10362252,5C Data Centers Inc.
10343422,Microsoft Corporation
10338645,"Lumen Technologies, Inc."
10246384,"DataBank Holdings, Ltd."
10317514,"China United Network Communications Group Co., Ltd."
10362251,"Martin Avenue Properties, LLC"
10177783,Flexential Inc.
10250943,"Digital Realty Trust, Inc."
10342022,"Vantage Data Centers Management Company, LLC"
10362375,Microsoft Corporation
10362551,"Amazon.com, Inc."
10362552,"Amazon.com, Inc."
10342024,"Vantage Data Centers Management Company, LLC"
10339519,CoreSite Realty Corporation
10341545,DSP Real Estate Capital LLC
10339509,LeFrak Organization Inc.
10362454,"Vantage Data Centers Management Company, LLC"
10341577,PowerHouse Data Centers
10340086,"LightEdge Solutions, Inc."
10342018,"Compass Datacenters, LLC"
10341656,"The Peterson Companies, LLC"
10340523,"Nishitetsu Information System Co.,Ltd."
10097701,"Equinix, Inc."
10342014,"Compass Datacenters, LLC"
10349828,Vocus Group Limited
10362256,"Aligned Data Centers (Phoenix), LLC"
10362372,Microsoft Corporation
10340714,Fuji Soft Incorporated
10342195,"Aureon Network Services, Inc."
10259654,"Aligned Data Centers (Phoenix), LLC"
10343204,"STACK Infrastructure, Inc."
10343328,"Meta Platforms, Inc."
10340248,Rising Realty Partners LLP
10340252,"Equinix, Inc."
10339693,CyrusOne Inc.
10339512,"Markley, LLC"
10349324,"The Peterson Companies, LLC"
10320297,"Markley, LLC"
10343202,"STACK Infrastructure, Inc."
10320300,Starpoint LP
10362373,Microsoft Corporation
10339696,Flexential Inc.
10362374,Microsoft Corporation
10317520,DRC NET
10362255,"Alerify, Inc."
10362254,5C Data Centers Inc.
10362550,"Amazon.com, Inc."
10362376,Microsoft Corporation
10338758,"Lumen Technologies, Inc."
10181709,"Switch, Inc."
10352599,"Beijing Sinnet Technology Co.,Ltd"
10343417,Microsoft Corporation
10341625,"The Peterson Companies, LLC"
73605,"Digital Realty Trust, Inc."
10317554,"Sino-Ocean Capital Co., Ltd."
10362548,"Amazon.com, Inc."
10349700,Faasri
10362457,"Vantage Data Centers Management Company, LLC"
10167341,Global Data Service JSC
10349699,"ePLDT, Inc."
10338649,"Lumen Technologies, Inc."
10362549,"Amazon.com, Inc."
10362456,"Vantage Data Centers Management Company, LLC"
10317911,China Telecom Corporation Limited
10317967,China Telecom Corporation Limited
10317947,"China United Network Communications Group Co., Ltd."
10340519,BIPROGY Inc.
10340516,NEC Corporation
10343054,"Headwaters Site Development, L.L.C."
10343188,cloudHQ LLC
10362241,Ellis Partners LLC
10317988,"China United Network Communications Group Co., Ltd."
10339585,Crown Castle Inc.
10362380,Novva Data Centers
10181592,EdgeConneX
10317964,China Telecom Corporation Limited
10352634,China Telecom Corporation Limited
10088939,"Digital Realty Trust, Inc."
10339637,Sabey Data Center Properties LLC
10317905,China Telecom Corporation Limited
10317557,China United Network Communications Limited
10317560,Yunio
10362556,"Amazon.com, Inc."
10352591,"Netnic (Beijing) Network Co., Ltd."
10338811,"Lumen Technologies, Inc."
10339589,"ServerFarm, LLC"
10340573,"NTT EAST, Inc."
10340209,"Rackhouse Group, LLC"
10338632,"Lumen Technologies, Inc."
10338765,"Lumen Technologies, Inc."
10349493,Telstra Group Limited
10338630,"Lumen Technologies, Inc."
10349506,Vocus Group Limited
10095866,"Equinix, Inc."
10362382,NTT Global Data Centers Preparatory Corporation
10318292,"China United Network Communications Group Co., Ltd."
10341310,"Stanley Martin Homes, LLC"
10340270,Thin-nology LLC
10340272,"Aligned Data Centers (Phoenix), LLC"
10183828,"TierPoint, LLC"
10362225,Alphabet Inc.
10317441,"China United Network Communications Group Co., Ltd."
10362450,"Vantage Data Centers Management Company, LLC"
10317395,China Mobile Limited
10343322,Microsoft Corporation
10340724,"Hitachi, Ltd."
10343436,"Amazon.com, Inc."
10252095,"Equinix, Inc."
10362381,Novva Data Centers
10340570,"NTT EAST, Inc."
10339707,"Ace Data Centers, Inc."
10349525,Basis Bay Sdn Bhd
10339710,ColoXchange
10349717,Towngas Smart Energy Company Limited
10247464,"DartPoints, LLC"
10341413,"Stanley Martin Homes, LLC"
10340866,"Stanley Martin Homes, LLC"
10349825,Verizon Communications Inc.
10362557,"Amazon.com, Inc."
10342035,DC BLOX Inc.
10340071,
10062550,"Digital Realty Trust, Inc."
10183673,Alphabet Inc.
10352533,"Equinix, Inc."
10349505,Vocus Group Limited
10319887,"Meta Platforms, Inc."
10338759,"Lumen Technologies, Inc."
10362240,Ricloud Corp.
10340150,"DataBank Holdings, Ltd."
10362555,"Amazon.com, Inc."
10341494,"Digital Realty Trust, Inc."
10317436,"China United Network Communications Group Co., Ltd."
10349827,Vocus Group Limited
10317479,"China United Network Communications Group Co., Ltd."
10349707,530 Collins St Pty Ltd
10340589,"NTT EAST, Inc."
10340719,Fujitsu Limited
10349708,530 Collins St Pty Ltd
10259717,"DataBank Holdings, Ltd."
10062552,"Digital Realty Trust, Inc."
10340721,"Hitachi, Ltd."
10362249,"Amazon.com, Inc."
10340077,Patrick Hosting
10349826,New Era Technology - SE Pty Ltd
10259716,"DataBank Holdings, Ltd."
10340259,"Digital Realty Trust, Inc."
10340397,"Japan Exchange Group, Inc."
10342060,"Cologix, Inc."
10349494,Telstra Group Limited
10338875,"Lumen Technologies, Inc."
10343197,"STACK Infrastructure, Inc."
10340080,"PCM, Inc."
10340213,"Equinix, Inc."
10317909,"Guangdong Cloud Base Technology Co., Ltd."
10343426,"Meta Platforms, Inc."
10362250,"Arista Networks, Inc."
10363597,"Equinix, Inc."
10338642,"Lumen Technologies, Inc."
10184581,"DataBank Holdings, Ltd."
10343269,"Amazon.com, Inc."
10317433,China Telecom Corporation Limited
10343271,"Amazon.com, Inc."
10362453,"Vantage Data Centers Management Company, LLC"
10362553,"Amazon.com, Inc."
10352596,"Netnic (Beijing) Network Co., Ltd."
10362248,GI Partners
10349523,Aktifnet
10349524,Aktifnet
10340620,"Ryobi System Inovations, Co.,Ltd."
10342128,Tract
10342201,"IP Pathways, LLC"
10343432,Microsoft Corporation
10342204,"Digital Realty Trust, Inc."
10362554,"Amazon.com, Inc."
10362379,Novva Data Centers
10317384,"CEIcloud Data Storage Technology (Beijing) Co., Ltd."
10362244,"STACK Infrastructure, Inc."
10317387,"China United Network Communications Group Co., Ltd."
10340677,NTT DATA Group Corporation
10340266,"DataBank Holdings, Ltd."
10117171,"Equinix, Inc."
10339501,"TierPoint, LLC"
10338634,"Lumen Technologies, Inc."
10362243,Valley Oak Partners LLC
10362242,
10340262,CoreSite Realty Corporation
10340619,QUALICA Inc.
10341441,"Stanley Martin Homes, LLC"
10341463,"Digital Realty Trust, Inc."
10352593,"Netnic (Beijing) Network Co., Ltd."
10352638,"Data Technology Co.,Ltd."
10362377,Novva Data Centers
10338814,"Lumen Technologies, Inc."
10343428,"Amazon.com, Inc."
10343430,"Meta Platforms, Inc."
10338638,"Lumen Technologies, Inc."
10362378,Novva Data Centers
10340558,NTT DATA Group Corporation
10317949,China Telecom Corporation Limited
10352652,China Telecom Corporation Limited
10343325,Microsoft Corporation
10346591,"Lumen Technologies, Inc."
10362452,"Vantage Data Centers Management Company, LLC"
10343194,cloudHQ LLC
10352683,Founder Holdings Limited
10362451,"Vantage Data Centers Management Company, LLC"
10352685,"Netnic (Beijing) Network Co., Ltd."
10362245,"Amazon.com, Inc."
10343191,cloudHQ LLC
10317921,"China United Network Communications Group Co., Ltd."
10362257,"Aligned Data Centers (Phoenix), LLC"
10317379,W-Infinity Communications Limited
10349705,"Equinix, Inc."
10317424,China Telecom Corporation Limited
10342136,
10110894,"Equinix, Inc."
10362273,"Compass Datacenters, LLC"
10340532,Nippon Telegraph And Telephone West Corporation
10362275,"Compass Datacenters, LLC"
10362274,"Compass Datacenters, LLC"
10317548,"Beijing Sinnet Technology Co.,Ltd"
10343402,Alphabet Inc.
10341999,
10340683,"Keihanshin Building Co., Ltd."
10349718,Global Switch Holdings Limited
10362465,Microsoft Corporation
10362363,Microsoft Corporation
10247613,"Vantage Data Centers Management Company, LLC"
10362270,"CalEthos, Inc."
10343262,"Amazon.com, Inc."
10259605,"US Signal Company, LLC"
10343219,"VALCO Caroline County, LLC"
10338873,"Lumen Technologies, Inc."
10340227,Rising Realty Partners LLP
10343404,Apple Inc.
10362361,Microsoft Corporation
10338665,"Lumen Technologies, Inc."
10362272,Capri Investment Group LLC
10362271,"CalEthos, Inc."
10362541,"Amazon.com, Inc."
10362362,Microsoft Corporation
10317382,"Beijing Gehua Catv Network Co.,Ltd."
10349333,"The Peterson Companies, LLC"
10184580,"DataBank Holdings, Ltd."
10362540,"Amazon.com, Inc."
10343229,"Amazon.com, Inc."
10352631,SPDNS
10340703,"BroadBand Tower, Inc."
10338824,"Lumen Technologies, Inc."
10340706,CAC Corporation
10338668,"Equinix, Inc."
10362466,CyrusOne Inc.
10317490,"China United Network Communications Group Co., Ltd."
10362279,CoreSite Realty Corporation
10338674,"Lumen Technologies, Inc."
10362280,Crusoe Energy Systems LLC
10362538,"Amazon.com, Inc."
10352659,"China United Network Communications Group Co., Ltd."
10320267,Verizon Communications Inc.
10320266,Verizon Communications Inc.
10338741,"Digital Realty Trust, Inc."
10362355,Microsoft Corporation
10362467,"DataBank Holdings, Ltd."
10349498,Verizon Communications Inc.
10338887,"Lumen Technologies, Inc."
10338861,FirstLight Fiber
10349511,PT. Telekomunikasi Indonesia International
