pid,provider
10339534,Alibaba Group Holding Limited
10167427,
10352082,FPT Corporation
10317712,Gongqi Technology Ltd.
10362634,Luxxfolio Holdings Inc.
10339532,Alibaba Group Holding Limited
10346759,
10343534,"Master Internet, Ltd."
10317577,"China United Network Communications Group Co., Ltd."
10339094,GTD Grupo Teleductos S.A.
10317710,GDS Holdings Limited
10362637,"Core Scientific, Inc."
10343407,RINEX Rwanda Internet Exchange
10340379,"QTS Realty Trust, LLC"
10340382,
10340548,"Vantage Data Centers Management Company, LLC"
10346947,Evoque
10339361,"Baidu, Inc."
10343535,Newtelco Ukraine Ltd.
10352081,CMC Telecommunication Infrastructure Corporation
10317573,China Telecom Corporation Limited
10340134,
10340132,
10363609,"City of Sweeny, Texas"
10339358,Tencent Holdings Limited
10339360,Tencent Holdings Limited
10362814,"Salcido Enterprises, LLC"
10346337,SerinIX Inc.
10317575,China Telecom Corporation Limited
10339085,Internexa Chile S.a.
10339090,ADEXUS S.A.
10362635,Bitfarms Ltd.
10362636,Bitfarms Ltd.
10340554,PointOne Development Corp.
10340551,Telxius Telecom S.A.
10339368,Alibaba Group Holding Limited
10343529,Astrec Baltic Ltd.
10320303,
10339380,Alibaba Group Holding Limited
10362651,Bitfarms Ltd.
10340515,"IPI Partners, LLC"
10158535,CyrusOne Inc.
10339128,Cirion Technologies
10343523,Wavecom As
10317596,China Mobile Limited
10346421,PE Vizit-Service
10362654,"Riot Platforms, Inc."
10339132,Canvia
10320146,GLP Global Ventures Limited
10320149,GLP Global Ventures Limited
10346385,United Systems
10340411,"Rackhouse Group, LLC"
10340504,"Matan Companies, LLLP"
10317599,China Mobile Limited
10317602,China Mobile Limited
10339382,"Baidu, Inc."
10362803,"MARA Holdings, Inc."
10343517,Elisa
10339131,Canvia
10339520,Alibaba Group Holding Limited
10163636,CyrusOne Inc.
10172483,"Equinix, Inc."
10343521,Telia Company AB (publ)
10317704,GDS Holdings Limited
10317701,GDS Holdings Limited
10346920,AIMS Data Centre Sdn Bhd
10346809,AIMS Data Centre Sdn Bhd
10362805,Mawson Infrastructure Group Inc.
10362804,Mawson Infrastructure Group Inc.
10339517,Alibaba Group Holding Limited
10362652,Cipher Digital Inc.
10362653,"CleanSpark, Inc."
10340512,"IPI Partners, LLC"
10259769,"STACK Infrastructure, Inc."
10343418,Emtel Limited
10343420,Mauritius Telecom Limited
10352443,Alphabet Inc.
10362655,TeraWulf Inc.
10320143,"Shanghai Yovole Networks Co., Ltd."
10343867,Hartmanns AG
10343592,Datasfera
10340395,Internap Holding LLC
10317707,GDS Holdings Limited
10352079,CMC Telecommunication Infrastructure Corporation
10339113,Grupo ZGH SpA
10317585,"China United Network Communications Group Co., Ltd."
10317587,"China United Network Communications Group Co., Ltd."
10339525,Tencent Holdings Limited
10362644,"Core Scientific, Inc."
10362645,Viridium Building Consultancy Ltd
10340531,"QTS Realty Trust, LLC"
10340530,PointOne Development Corp.
10320140,China Telecom Corporation Limited
10339118,Opciones S.A.
10339121,"Equinix, Inc."
10346350,WNET Global IP Network
10362811,New York Digital Investment Group LLC
10346364,JE Infocom
10339371,Alibaba Group Holding Limited
10183244,Evoque
10343527,Elisa
10343525,AS Levira
10362646,AboutBit Inc.
10352447,Alphabet Inc.
10339523,"Baidu, Inc."
10339374,Alibaba Group Holding Limited
10339377,Alibaba Group Holding Limited
10160280,CyrusOne Inc.
10362806,Mawson Infrastructure Group Inc.
10317594,China Mobile Limited
10362648,Mawson Infrastructure Group Inc.
10362649,Wattum
10340520,NTT Global Data Centers Preparatory Corporation
10340518,NTT Global Data Centers Preparatory Corporation
10343415,Rogers Capital Ltd
10346375,WNET Global IP Network
10343414,Sudatel Telecom Group Limited
10250950,"MC Digital Realty, Inc."
10340398,"Vantage Data Centers Management Company, LLC"
10142898,CyrusOne Inc.
10362810,Neptune Digital Assets Corp.
10340525,"Opus Interactive, Inc."
10247345,NTT Global Data Centers Preparatory Corporation
10352078,CMC Telecommunication Infrastructure Corporation
10362807,Mawson Infrastructure Group Inc.
10317589,"Guangzhou Boda Data Technology Co., Ltd."
10317592,"Guangdong Aofei Data Technology Co., Ltd."
10339124,"Wellesley Investment Partners, LLC"
10346934,Ascenix
10346927,Anchor
10339126,Canvia
10317706,GDS Holdings Limited
10341276,"MC Digital Realty, Inc."
10362647,"Bitfury USA, Inc."
10362825,Wattum
10339497,Alibaba Group Holding Limited
10363594,COPT Defense Properties
10362717,Mawson Infrastructure Group Inc.
10339457,Tencent Holdings Limited
10362716,TeraWulf Inc.
10339318,"Cologix, Inc."
10362755,"MARA Holdings, Inc."
10320193,China Mobile Limited
10362763,Future FinTech Group Inc.
10317661,China Telecom Corporation Limited
10339282,cloudHQ LLC
10339480,"Baidu, Inc."
10320198,China Mobile Limited
10362721,IREN Limited
10362752,Hut 8 Mining Corp.
10362750,Bit Origin Ltd
10362773,BitCluster
10366784,Millicom International Cellular S.A.
10362754,AAIM Data Centers Inc.
10362718,Artemis Power Tech Inc.
10362719,"CleanSpark, Inc."
10362753,Board Basics LLC
10317678,China Telecom Corporation Limited
10352444,Alphabet Inc.
10343473,Safaricom PLC
10234243,"Equinix, Inc."
10317662,China Telecom Corporation Limited
10320191,China Mobile Limited
10317680,China Telecom Corporation Limited
10339486,"Baidu, Inc."
10362762,"Compass Mining, Inc."
10362708,"Sazmining, Inc."
10346142,KievLine LLC
10362765,"Riot Platforms, Inc."
10362764,Merkle Standard LLC
10339448,"Baidu, Inc."
10362707,"Salcido Enterprises, LLC"
10362732,"MARA Holdings, Inc."
10343824,Adamant
10320187,"China United Network Communications Group Co., Ltd."
10317660,China Telecom Corporation Limited
10362748,Genesis Digital Assets Limited
10362751,Bitfarms Ltd.
10366786,"NavÃ©galo, S.A."
10366785,"NavÃ©galo, S.A."
10362714,Genesis Digital Assets Limited
10343450,MTN Group Limited
10362758,BitInfra
10339348,"Compass Datacenters, LLC"
10320223,"China United Network Communications Group Co., Ltd."
10362757,500 N 4th Street LLC
10362759,BitInfra
10362710,Bitfarms Ltd.
10362761,"CleanSpark, Inc."
10362712,Genesis Digital Assets Limited
10317656,China Telecom Corporation Limited
10339484,"Baidu, Inc."
10317659,China Telecom Corporation Limited
10205235,COPT Defense Properties
10180282,COPT Defense Properties
10320185,"China United Network Communications Group Co., Ltd."
10362760,Bitfarms Ltd.
10320225,GLP Global Ventures Limited
10339452,"Baidu, Inc."
10339455,Tencent Holdings Limited
10343477,21st Century Technologies Limited (21ctl)
10343474,Telkom Kenya Limited
10362713,Genesis Digital Assets Limited
10339459,"Baidu, Inc."
10343471,Safaricom PLC
10366634,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10317671,China Telecom Corporation Limited
10343961,SerinIX Inc.
10362734,Sabre56
10366633,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10340498,PowerHouse Data Centers
10362741,Dynamite Blockchain Corp.
10339469,Tencent Holdings Limited
10366638,Scala Data Centers S.A.
10366639,Scala Data Centers S.A.
10343458,IX Africa Data Centre Limited
10366640,Scala Data Centers S.A.
10366702,Cirion Technologies
10366701,1Telecom Servicos de Tecnologia em Internet Ltda
10366643,Scala Data Centers S.A.
10366642,Scala Data Centers S.A.
10317669,China Telecom Corporation Limited
10366703,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10362735,Sabre56
10362736,Wattum
10340503,cloudHQ LLC
10339471,Tencent Holdings Limited
10366635,Odata S.A.
10366636,Odata S.A.
10366637,"MDC, Inc"
10320212,"China United Network Communications Group Co., Ltd."
10366706,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10366705,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10340501,cloudHQ LLC
10366704,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10362740,"CleanSpark, Inc."
10343461,PAIX Inc.
10343455,Camtel Inc.
10339478,Tencent Holdings Limited
10339462,Tencent Holdings Limited
10362747,"Alliance Cloud Services, LLC"
10340495,"Esite Systems, LLC"
10362746,Northern Data AG
10362823,The Mining Future
10317667,China Telecom Corporation Limited
10340491,"Esite Systems, LLC"
10343452,MSTelcom SARL
10320221,"China United Network Communications Group Co., Ltd."
10362722,"Salcido Enterprises, LLC"
10317663,China Telecom Corporation Limited
10317666,China Telecom Corporation Limited
10343885,Datagroup JSC
10343923,Datagroup JSC
10317677,China Telecom Corporation Limited
10362723,Big Watt Digital SD LLC
10362725,IREN Limited
10339250,cloudHQ LLC
10366783,Millicom International Cellular S.A.
10366782,Ufinet Latam SL
10346068,United Networks of Ukraine Ltd
10344006,Omega Telecom
10366713,V.tal - Rede Neutra de TelecomunicaÃ§Ãµes S.A.
10362886,HIVE Digital Technologies Ltd.
10339464,Tencent Holdings Limited
10317675,China Telecom Corporation Limited
10339468,Tencent Holdings Limited
10317674,China Telecom Corporation Limited
10343467,"Digital Realty Trust, Inc."
10339476,Tencent Holdings Limited
10339473,Tencent Holdings Limited
10343463,MTN Group Limited
10320208,"China United Network Communications Group Co., Ltd."
10362744,Genesis Digital Assets Limited
10362730,AAIM Data Centers Inc.
10362742,Board Basics LLC
10362731,Bitfarms Ltd.
10362745,Northern Data AG
10340507,cloudHQ LLC
10320204,China Mobile Limited
10362946,"SKYHASH Japan Co., Ltd."
10320218,"China United Network Communications Group Co., Ltd."
10320215,"China United Network Communications Group Co., Ltd."
10366712,"Takoda, Inc."
10362726,Jigowatt
10362728,"MARA Holdings, Inc."
10339228,cloudHQ LLC
10366711,"Takoda, Inc."
10366710,Scala Data Centers S.A.
10320200,China Mobile Limited
10366709,Scala Data Centers S.A.
10366708,Scala Data Centers S.A.
10340510,cloudHQ LLC
10366707,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10320231,GLP Global Ventures Limited
10317691,"China United Network Communications Group Co., Ltd."
10180281,COPT Defense Properties
10343491,"State Joint-Stock Company ""Latvia State Radio and Television Centre"""
10362528,"Amazon.com, Inc."
10362684,Genesis Digital Assets Limited
10362686,Umine LLC
10362529,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10362530,"Amazon.com, Inc."
10340468,
10340471,"MIDCON Data Services, LLC."
10362650,Bitfarms Ltd.
10339429,Alibaba Group Holding Limited
10343488,Tet
10134586,COPT Defense Properties
10340124,AT TOKYO Corporation
10362688,Lancium LLC
73976,"Blackstone Real Estate Income Trust, Inc."
10362787,"Compass Mining, Inc."
10346258,WiCOM
10320271,"Longrui Industry (Hainan) Co., Ltd"
10339427,Tencent Holdings Limited
10317649,China Mobile Limited
10362689,Hut 8 Mining Corp.
10362690,Validus Power Corp.
10339698,"Blackstone Real Estate Income Trust, Inc."
10317647,China Mobile Limited
10339426,Tencent Holdings Limited
10362790,"Compass Mining, Inc."
10317638,"Shenzhen Powerleader Technology Co., Ltd."
10317639,"Shenzhen Powerleader Technology Co., Ltd."
10362679,"CleanSpark, Inc."
10362678,Cipher Digital Inc.
10189620,"Equinix, Inc."
10339182,Alphabet Inc.
10163426,COPT Defense Properties
10167309,"VNET Group, Inc."
10183236,
10167310,"VNET Group, Inc."
10339415,Alibaba Group Holding Limited
10320280,"Longrui Industry (Hainan) Co., Ltd"
10339185,Alphabet Inc.
10339417,Alibaba Group Holding Limited
10339188,Microsoft Corporation
10339189,Scala Data Centers S.A.
10343499,Tet
10362680,Genesis Digital Assets Limited
10339191,Scala Data Centers S.A.
10362683,Genesis Digital Assets Limited
10320175,"Shanghai @hub Co.,Ltd."
10317645,"VNET Group, Inc."
10339492,"Baidu, Inc."
10362789,"Compass Mining, Inc."
10362788,"Compass Mining, Inc."
10149590,COPT Defense Properties
10339200,Scala Data Centers S.A.
10362458,Scala Data Centers S.A.
10343279,1-Net Singapore Pte Ltd.
10343220,1-Net Singapore Pte Ltd.
10339423,Tencent Holdings Limited
10340473,"Cologix, Inc."
10320171,"Shanghai @hub Co.,Ltd."
10339195,Scala Data Centers S.A.
10174216,COPT Defense Properties
10174215,COPT Defense Properties
10339421,Tencent Holdings Limited
10343448,Filanko
10343515,Kiev Optic Networks Ltd.
10317642,"Shenzhen Powerleader Technology Co., Ltd."
10343434,Airtel Malawi Plc
10343495,Tet
10343437,Roha Group Inc.
10343493,Tet
10159625,
10362681,Genesis Digital Assets Limited
10362682,Genesis Digital Assets Limited
10209058,NTT Global Data Centers Preparatory Corporation
10320276,"Longrui Industry (Hainan) Co., Ltd"
10320273,"Longrui Industry (Hainan) Co., Ltd"
10339494,"Baidu, Inc."
10339199,Scala Data Centers S.A.
10317651,China Mobile Limited
10320184,"China United Network Communications Group Co., Ltd."
10259659,"Aligned Data Centers (Phoenix), LLC"
10320234,GLP Global Ventures Limited
10362699,SATO Technologies Corp.
10320238,GLP Global Ventures Limited
10187093,"Aligned Data Centers (Phoenix), LLC"
10362698,Rainbow Energy
10142952,COPT Defense Properties
10339437,Alibaba Group Holding Limited
10362711,Future FinTech Group Inc.
10317614,China Mobile Limited
10343481,SIA Digitalas Ekonomikas Attistibas Centrs
10343479,SIA Digitalas Ekonomikas Attistibas Centrs
10343445,Onix Data Centres Ltd
10352446,Microsoft Corporation
10352445,Microsoft Corporation
10317654,China Telecom Corporation Limited
10362705,Aspen Creek Digital Corporation
10362715,Pow.re Holdings Limited
10362729,"Sazmining, Inc."
10366787,"NavÃ©galo, S.A."
10205236,COPT Defense Properties
10362767,IREN Limited
10320232,GLP Global Ventures Limited
10340116,AT TOKYO Corporation
10340114,AT TOKYO Corporation
10317684,China Telecom Corporation Limited
10339498,COPT Defense Properties
10339479,COPT Defense Properties
10185479,CyrusOne Inc.
10362774,Bitkern Technologies GmbH
10339440,Alibaba Group Holding Limited
10339442,Alibaba Group Holding Limited
10317641,China Telecom Corporation Limited
10362703,Applied Digital Corporation
10362768,Northern Data AG
10362704,Applied Digital Corporation
10343758,Ante Mediam
10339449,COPT Defense Properties
10362766,"Riot Platforms, Inc."
10320243,"Longrui Industry (Hainan) Co., Ltd"
10317584,China Mobile Limited
10317690,"China United Network Communications Group Co., Ltd."
10362786,"Compass Mining, Inc."
10320261,"Longrui Industry (Hainan) Co., Ltd"
10317653,China Mobile Limited
10320256,"Longrui Industry (Hainan) Co., Ltd"
10320263,"Longrui Industry (Hainan) Co., Ltd"
10362694,"Core Scientific, Inc."
10343439,PAIX Inc.
10362691,SOLAI Limited
10343575,TSUA
10163427,COPT Defense Properties
10340122,AT TOKYO Corporation
10339491,"Baidu, Inc."
10339488,Alibaba Group Holding Limited
10178033,"DataBank Holdings, Ltd."
10320268,"Longrui Industry (Hainan) Co., Ltd"
10320265,"Longrui Industry (Hainan) Co., Ltd"
10362693,"Core Scientific, Inc."
10362685,Pow.re Holdings Limited
10119623,COPT Defense Properties
10320254,"Longrui Industry (Hainan) Co., Ltd"
10362700,Volcano Energy
10362709,Bitfarms Ltd.
10346210,WNET Global IP Network
10346182,BIGNET
10317687,"China United Network Communications Group Co., Ltd."
10317686,"Shanghai Baosight Software Co.,Ltd."
10362784,Bitzero Holdings Inc.
10362697,Northern Data AG
10191909,"Blackstone Real Estate Income Trust, Inc."
10343643,PE Freehost
10343698,GigaNET
10343441,Lebara GmbH
10343443,Lebara GmbH
10343483,SIA Digitalas Ekonomikas Attistibas Centrs
10343486,Tet
10139117,COPT Defense Properties
10320180,"China United Network Communications Group Co., Ltd."
10320182,"China United Network Communications Group Co., Ltd."
10320250,"Longrui Industry (Hainan) Co., Ltd"
10320246,"Longrui Industry (Hainan) Co., Ltd"
10339433,Alibaba Group Holding Limited
10339487,Alibaba Group Holding Limited
10178034,"DataBank Holdings, Ltd."
10178035,"DataBank Holdings, Ltd."
10317539,China Mobile Limited
10317562,China Mobile Limited
10362785,"Compass Mining, Inc."
10339435,Alibaba Group Holding Limited
10340120,AT TOKYO Corporation
10363608,"SCM Realty Services, Inc,"
10340117,AT TOKYO Corporation
10362695,"MARA Holdings, Inc."
10362696,Northern Data AG
10147857,COPT Defense Properties
10339593,Tencent Holdings Limited
10339082,Siptel Chile SPA
10362884,"Gryphon Digital Mining, Inc."
10340728,"Hudson Interxchange, LLC"
10247706,eStruxture Data Centers Inc.
10362574,ASICSPACE Co.
10339581,Tencent Holdings Limited
10317490,"China United Network Communications Group Co., Ltd."
10235467,"STACK Infrastructure, Inc."
10362882,Greenidge Generation Holdings Inc.
10343369,MTN Group Limited
10317739,"Beijing Sinnet Technology Co.,Ltd"
10338912,Grupo Codisa
10346760,"Rackspace US, Inc."
10341496,"STACK Infrastructure, Inc."
10169714,"Digital Realty Trust, Inc."
10317493,"China United Network Communications Group Co., Ltd."
10317497,"China United Network Communications Group Co., Ltd."
10340262,Us Dedicated LLC
10317327,"ADISTA, S.A.S."
10362576,HIVE Digital Technologies Ltd.
10340266,"DataBank Holdings, Ltd."
10340166,CEC International Holdings Limited
10362577,HyperBlock Inc.
10340723,"Stream Data Centers, L.P."
10352100,Viettel - CHT Company Limited
10362887,"Horizon Mining, LLC"
10320087,China Telecom Corporation Limited
10346450,JE Infocom
10340248,Internap Holding LLC
10346175,TÃ¼rk TelekomÃ¼nikasyon Anonim Sirketi
10362890,Hut 8 Mining Corp.
10362561,"Amazon.com, Inc."
10317481,"China United Network Communications Group Co., Ltd."
10362559,"Amazon.com, Inc."
10179909,"Cogent Communications Holdings, Inc."
10362560,"Amazon.com, Inc."
10340246,"Evocative, Inc."
10362562,"Amazon.com, Inc."
10338910,Grupo Codisa
10362567,"Amazon.com, Inc."
10349113,China Telecom Corporation Limited
10349107,China Mobile Limited
10362568,"Amazon.com, Inc."
10340259,RackAlley LLC
10362572,"Salcido Enterprises, LLC"
10317742,"VNET Group, Inc."
10362889,Hut 8 Mining Corp.
10179899,"Cogent Communications Holdings, Inc."
10362888,Hut 8 Mining Corp.
10352420,T4 Group Limited
10339519,RackAlley LLC
10352421,Singapore Telecommunications Limited
10339583,Tencent Holdings Limited
10352418,Spark New Zealand Limited
10362563,"Amazon.com, Inc."
10352419,Spark New Zealand Limited
10317485,"China United Network Communications Group Co., Ltd."
10317487,"China United Network Communications Group Co., Ltd."
10362564,"Amazon.com, Inc."
10343366,Itissalat Al-Maghrib (IAM) S.A.
10317747,China Mobile Limited
10317744,"VNET Group, Inc."
10352101,Viettel - CHT Company Limited
10362565,"Amazon.com, Inc."
10362566,"Amazon.com, Inc."
10339586,Tencent Holdings Limited
10340252,Internap Holding LLC
